"Perimetre","Nature","Date","Heures","Ech. physiques","Ech. comm. Angleterre","Ech. comm. Espagne","Ech. comm. Italie","Ech. comm. Suisse","Ech. comm. Allemagne-Belgique"
"France","Données définitives","1/7/2016","16:00","-11058","-1500","-410","-3450","-3186","-2367"
"France","Données définitives","1/7/2016","16:30","-11060","-1500","-410","-3450","-3186","-2367"
"France","Données définitives","1/7/2016","17:00","-11218","-1500","401","-3450","-3188","-1752"
"France","Données définitives","1/7/2016","17:30","-9481","-1500","401","-3450","-3188","-1752"
"France","Données définitives","1/7/2016","18:00","-9023","-1498","-313","-3450","-3188","2178"
"France","Données définitives","1/7/2016","18:30","-6392","-1498","-313","-3450","-3188","2178"
"France","Données définitives","1/7/2016","19:00","-6437","-1500","-668","-3450","-3188","2402"
"France","Données définitives","1/7/2016","19:30","-6835","-1500","-668","-3450","-3188","2402"
"France","Données définitives","1/7/2016","20:00","-6682","-1500","-1937","-3150","-3186","3740"
"France","Données définitives","1/7/2016","20:30","-6281","-1500","-1937","-3150","-3186","3740"
"France","Données définitives","1/7/2016","21:00","-6337","-1500","-2267","-3150","-3186","3618"
"France","Données définitives","1/7/2016","21:30","-6885","-1500","-2267","-3150","-3186","3618"
"France","Données définitives","1/7/2016","22:00","-6831","-1500","-1140","-3150","-3186","3645"
"France","Données définitives","1/7/2016","22:30","-6010","-1500","-1140","-3150","-3186","3645"
"France","Données définitives","1/7/2016","23:00","-5432","-1500","455","-2995","-3186","4530"
"France","Données définitives","1/7/2016","23:30","-3402","-1500","455","-2995","-3186","4530"
"France","Données définitives","1/8/2016","0:00","-3374","-1500","343","-2995","-3186","3686"
"France","Données définitives","1/8/2016","0:30","-4177","-1500","343","-2995","-3186","3686"
"France","Données définitives","1/8/2016","1:00","-3814","-1500","1397","-2995","-3186","4709"
"France","Données définitives","1/8/2016","1:30","-2365","-1500","1397","-2995","-3186","4709"
"France","Données définitives","1/8/2016","2:00","-2413","-1500","2018","-2995","-3186","2669"
"France","Données définitives","1/8/2016","2:30","-3337","-1500","2018","-2995","-3186","2744"
"France","Données définitives","1/8/2016","3:00","-3332","-1500","1899","-2995","-3186","1640"
"France","Données définitives","1/8/2016","3:30","-4456","-1500","1899","-2995","-3186","1640"
"France","Données définitives","1/8/2016","4:00","-4692","-1500","2093","-2995","-3186","287"
"France","Données définitives","1/8/2016","4:30","-5506","-1500","2093","-2995","-3186","287"
"France","Données définitives","1/8/2016","5:00","-5265","-1500","1949","-2995","-3186","2348"
"France","Données définitives","1/8/2016","5:30","-3663","-1500","1949","-2995","-3186","2348"
"France","Données définitives","1/8/2016","6:00","-3502","-1500","1136","-2995","-3186","4249"
"France","Données définitives","1/8/2016","6:30","-2946","-1500","1136","-2995","-3186","4214"
"France","Données définitives","1/8/2016","7:00","-2626","-1500","1009","-3150","-3188","4376"
"France","Données définitives","1/8/2016","7:30","-2868","-1500","1009","-3150","-3188","4376"
"France","Données définitives","1/8/2016","8:00","-3002","-1500","-915","-3150","-3188","3644"
"France","Données définitives","1/8/2016","8:30","-5742","-1500","-915","-3150","-3188","3644"
"France","Données définitives","1/8/2016","9:00","-5590","-1500","-1937","-3150","-3186","4388"
"France","Données définitives","1/8/2016","9:30","-5855","-1500","-1937","-3150","-3186","4388"
"France","Données définitives","1/8/2016","10:00","-5813","-1500","-2187","-3150","-3186","4369"
"France","Données définitives","1/8/2016","10:30","-5985","-1500","-2187","-3150","-3186","4369"
"France","Données définitives","1/8/2016","11:00","-5970","-1500","-1486","-3150","-3188","3977"
"France","Données définitives","1/8/2016","11:30","-5766","-1500","-1486","-3150","-3188","3977"
"France","Données définitives","1/8/2016","12:00","-5645","-1500","-1042","-3150","-3186","4230"
"France","Données définitives","1/8/2016","12:30","-5447","-1500","-1042","-3150","-3186","4230"
"France","Données définitives","1/8/2016","13:00","-5132","-1500","-1317","-3150","-3186","4182"
"France","Données définitives","1/8/2016","13:30","-5582","-1500","-1317","-3150","-3186","4182"
"France","Données définitives","1/8/2016","14:00","-5370","-1500","-1106","-3150","-3186","2958"
"France","Données définitives","1/8/2016","14:30","-6480","-1500","-1106","-3150","-3186","2958"
"France","Données définitives","1/8/2016","15:00","-6898","-1500","-1631","-3150","-3186","1837"
"France","Données définitives","1/8/2016","15:30","-7982","-1500","-1631","-3150","-3186","1837"
"France","Données définitives","1/8/2016","16:00","-8047","-1500","-831","-3150","-3186","-93"
"France","Données définitives","1/8/2016","16:30","-8993","-1500","-831","-3150","-3186","-93"
"France","Données définitives","1/8/2016","17:00","-9221","-1500","62","-3150","-3188","-1807"
"France","Données définitives","1/8/2016","17:30","-9883","-1500","62","-3150","-3188","-1807"
"France","Données définitives","1/8/2016","18:00","-9919","-1500","-1969","-3150","-3188","1783"
"France","Données définitives","1/8/2016","18:30","-8430","-1500","-1969","-3150","-3188","1783"
"France","Données définitives","1/8/2016","19:00","-8413","-1500","-2500","-3150","-3188","2147"
"France","Données définitives","1/8/2016","19:30","-8625","-1500","-2500","-3150","-3188","2147"
"France","Données définitives","1/8/2016","20:00","-8469","-1500","-2500","-3150","-3186","3188"
"France","Données définitives","1/8/2016","20:30","-7448","-1500","-2500","-3150","-3186","3188"
"France","Données définitives","1/8/2016","21:00","-7637","-1500","-2500","-3150","-3186","3867"
"France","Données définitives","1/8/2016","21:30","-7052","-1500","-2500","-3150","-3186","3867"
"France","Données définitives","1/8/2016","22:00","-6684","-1500","-2500","-3150","-3186","4598"
"France","Données définitives","1/8/2016","22:30","-5983","-1500","-2500","-3150","-3186","4598"
"France","Données définitives","1/8/2016","23:00","-6074","-1500","-1660","-2995","-3186","4423"
"France","Données définitives","1/8/2016","23:30","-5294","-1500","-1660","-2995","-3186","4423"
"France","Données définitives","1/9/2016","0:00","-5219","-1500","-1068","-2995","-3186","4188"
"France","Données définitives","1/9/2016","0:30","-5099","-1500","-1068","-2995","-3186","4188"
"France","Données définitives","1/9/2016","1:00","-5171","-1500","-51","-2995","-3186","4150"
"France","Données définitives","1/9/2016","1:30","-4124","-1500","-51","-2995","-3186","4150"
"France","Données définitives","1/9/2016","2:00","-3957","-1500","-3","-2995","-3186","3863"
"France","Données définitives","1/9/2016","2:30","-4427","-1500","-3","-2995","-3186","3863"
"France","Données définitives","1/9/2016","3:00","-5032","-1500","551","-2995","-3186","1319"
"France","Données définitives","1/9/2016","3:30","-6272","-1500","551","-2995","-3186","1319"
"France","Données définitives","1/9/2016","4:00","-6872","-1500","976","-2995","-3186","-1748"
"France","Données définitives","1/9/2016","4:30","-8975","-1500","976","-2995","-3186","-1748"
"France","Données définitives","1/9/2016","5:00","-8689","-1500","1598","-2995","-3186","-185"
"France","Données définitives","1/9/2016","5:30","-7011","-1500","1598","-2995","-3186","-185"
"France","Données définitives","1/9/2016","6:00","-6976","-1500","1364","-2995","-3186","1526"
"France","Données définitives","1/9/2016","6:30","-5754","-1500","1364","-2995","-3186","1526"
"France","Données définitives","1/9/2016","7:00","-4884","-1500","1616","-3150","-3188","1135"
"France","Données définitives","1/9/2016","7:30","-5412","-1500","1616","-3150","-3188","1135"
"France","Données définitives","1/9/2016","8:00","-5049","-1500","1965","-3150","-3188","1125"
"France","Données définitives","1/9/2016","8:30","-5119","-1500","1965","-3150","-3188","1125"
"France","Données définitives","1/9/2016","9:00","-5227","-1500","1967","-3150","-3186","48"
"France","Données définitives","1/9/2016","9:30","-6043","-1500","1967","-3150","-3186","48"
"France","Données définitives","1/9/2016","10:00","-6412","-1500","606","-3150","-3186","-231"
"France","Données définitives","1/9/2016","10:30","-7939","-1500","606","-3150","-3186","-231"
"France","Données définitives","1/9/2016","11:00","-7892","-1500","1024","-3150","-3188","-1754"
"France","Données définitives","1/9/2016","11:30","-9026","-1500","1024","-3150","-3188","-1754"
"France","Données définitives","1/9/2016","12:00","-8648","-1500","1829","-3150","-3186","-1379"
"France","Données définitives","1/9/2016","12:30","-7636","-1500","1829","-3150","-3186","-1379"
"France","Données définitives","1/9/2016","13:00","-7884","-1500","1767","-3150","-3186","-1782"
"France","Données définitives","1/9/2016","13:30","-8426","-1500","1767","-3150","-3186","-1782"
"France","Données définitives","1/9/2016","14:00","-8587","-1500","1993","-3150","-3186","-2927"
"France","Données définitives","1/9/2016","14:30","-9397","-1500","1993","-3150","-3186","-2927"
"France","Données définitives","1/9/2016","15:00","-9236","-1500","2150","-3150","-3186","-3566"
"France","Données définitives","1/9/2016","15:30","-9590","-1500","2150","-3150","-3186","-3566"
"France","Données définitives","1/9/2016","16:00","-9659","-1500","2150","-3150","-3186","-3585"
"France","Données définitives","1/9/2016","16:30","-9756","-1500","2150","-3150","-3186","-3585"
"France","Données définitives","1/9/2016","17:00","-9764","-1500","2150","-3150","-3188","-3184"
"France","Données définitives","1/9/2016","17:30","-9128","-1500","2150","-3150","-3188","-3184"
"France","Données définitives","1/9/2016","18:00","-8832","-1500","2150","-3150","-3188","-1355"
"France","Données définitives","1/9/2016","18:30","-7345","-1500","2150","-3150","-3188","-1355"
"France","Données définitives","1/9/2016","19:00","-7222","-1500","1256","-3150","-3188","-608"
"France","Données définitives","1/9/2016","19:30","-7468","-1500","1256","-3150","-3188","-608"
"France","Données définitives","1/9/2016","20:00","-7533","-1500","-528","-3150","-3186","808"
"France","Données définitives","1/9/2016","20:30","-7805","-1500","-528","-3150","-3186","808"
"France","Données définitives","1/9/2016","21:00","-7993","-1500","-4","-3150","-3186","-537"
"France","Données définitives","1/9/2016","21:30","-8713","-1500","-4","-3150","-3186","-537"
"France","Données définitives","1/9/2016","22:00","-8304","-1500","981","-2987","-3186","98"
"France","Données définitives","1/9/2016","22:30","-6788","-1500","981","-2987","-3186","188"
"France","Données définitives","1/9/2016","23:00","-6700","-1500","2089","-2427","-3186","1529"
"France","Données définitives","1/9/2016","23:30","-3563","-1500","2089","-2427","-3186","1532"
"France","Données définitives","1/10/2016","0:00","-4041","-1426","2150","-1867","-3056","-1307"
"France","Données définitives","1/10/2016","0:30","-5788","-1426","2150","-1867","-3056","-1307"
"France","Données définitives","1/10/2016","1:00","-5792","-1426","2250","-1867","-3127","-1194"
"France","Données définitives","1/10/2016","1:30","-5521","-1426","2250","-1867","-3127","-1194"
"France","Données définitives","1/10/2016","2:00","-5561","-1426","2250","-1867","-3025","-1378"
"France","Données définitives","1/10/2016","2:30","-5794","-1426","2250","-1867","-3025","-1378"
"France","Données définitives","1/10/2016","3:00","-6168","-1426","2250","-1867","-3166","-3343"
"France","Données définitives","1/10/2016","3:30","-7973","-1426","2250","-1867","-3166","-3343"
"France","Données définitives","1/10/2016","4:00","-7924","-1426","2250","-1867","-2995","-4227"
"France","Données définitives","1/10/2016","4:30","-8596","-1426","2250","-1867","-2995","-4227"
"France","Données définitives","1/10/2016","5:00","-8656","-1426","2250","-1867","-2953","-3891"
"France","Données définitives","1/10/2016","5:30","-8205","-1426","2250","-1867","-2953","-3891"
"France","Données définitives","1/10/2016","6:00","-8139","-1426","2250","-1867","-2915","-3002"
"France","Données définitives","1/10/2016","6:30","-7268","-1426","2250","-1867","-2915","-3002"
"France","Données définitives","1/10/2016","7:00","-7216","-1426","2250","-1867","-2851","-1757"
"France","Données définitives","1/10/2016","7:30","-5792","-1426","2250","-1867","-2851","-1757"
"France","Données définitives","1/10/2016","8:00","-5758","-1426","2250","-1867","-2966","-1511"
"France","Données définitives","1/10/2016","8:30","-5868","-1426","2250","-1867","-2966","-1511"
"France","Données définitives","1/10/2016","9:00","-5836","-1500","2250","-1867","-2991","-850"
"France","Données définitives","1/10/2016","9:30","-5061","-1500","2250","-1867","-2991","-850"
"France","Données définitives","1/10/2016","10:00","-5018","-1500","2250","-1867","-3126","-528"
"France","Données définitives","1/10/2016","10:30","-5027","-1500","2250","-1867","-3126","-528"
"France","Données définitives","1/10/2016","11:00","-5039","-1500","2250","-1867","-3188","-912"
"France","Données définitives","1/10/2016","11:30","-5674","-1500","2250","-1867","-3188","-912"
"France","Données définitives","1/10/2016","12:00","-5374","-1500","2250","-1867","-3188","-636"
"France","Données définitives","1/10/2016","12:30","-5541","-1500","2250","-1867","-3188","-636"
