"Perimetre","Date","Heures","Fioul","Charbon","Gaz","Nucleaire","Eolien","Solaire","Hydraulique","Pompage","Bioenergies"
"France","12/8/2016","14:30","177","2252","8384","50337","1713","2431","4772","-505","1134"
"France","12/8/2016","15:00","176","2060","8280","50262","1693","2030","4228","-642","1135"
"France","12/8/2016","15:30","177","2183","8376","50295","1753","1492","4233","-627","1157"
"France","12/8/2016","16:00","175","2184","8365","50261","1812","916","4467","-887","1167"
"France","12/8/2016","16:30","174","2199","8435","50184","1879","392","4644","-814","1155"
"France","12/8/2016","17:00","174","2338","8601","50337","2087","72","5089","-472","1162"
"France","12/8/2016","17:30","174","2286","8816","50366","2277","0","6090","-87","1160"
"France","12/8/2016","18:00","174","2264","8829","50413","2406","0","8346","-8","1162"
"France","12/8/2016","18:30","173","2308","8835","50386","2529","0","9435","-8","1176"
"France","12/8/2016","19:00","173","2337","8761","50360","2554","0","11067","-8","1179"
"France","12/8/2016","19:30","173","2323","8775","50316","2676","0","10599","-8","1186"
"France","12/8/2016","20:00","177","2284","8582","50292","2714","0","9387","-8","1193"
"France","12/8/2016","20:30","173","2308","8561","50324","2686","0","7943","-8","1176"
"France","12/8/2016","21:00","173","2164","8461","50307","2788","0","6321","-157","1181"
"France","12/8/2016","21:30","173","2280","8707","50288","2796","0","5488","-329","1165"
"France","12/8/2016","22:00","168","2247","8311","50123","2710","0","4729","-408","1171"
"France","12/8/2016","22:30","168","2153","8222","49886","2573","0","4579","-261","1178"
"France","12/8/2016","23:00","169","2228","8239","50259","2467","0","6421","-182","1181"
"France","12/8/2016","23:30","199","2140","7740","50154","2425","0","4979","-249","1174"
"France","12/9/2016","0:00","206","2160","7812","50207","2442","0","4313","-162","1178"
"France","12/9/2016","0:30","160","2144","7849","50135","2407","0","3824","-498","1176"
"France","12/9/2016","1:00","160","1909","7566","49752","2362","0","3203","-1731","1182"
"France","12/9/2016","1:30","160","1965","7750","50044","2254","0","3118","-1523","1174"
"France","12/9/2016","2:00","161","1807","7620","49919","2164","0","2853","-1422","1181"
"France","12/9/2016","2:30","161","1966","7797","49793","2059","0","2841","-1652","1179"
"France","12/9/2016","3:00","161","1945","7770","49258","1907","0","2630","-2189","1170"
"France","12/9/2016","3:30","161","1976","7966","49235","1754","0","2747","-2185","1178"
"France","12/9/2016","4:00","161","1883","7954","49316","1721","0","2735","-2785","1180"
"France","12/9/2016","4:30","161","1743","7733","49211","1671","0","2694","-2800","1182"
"France","12/9/2016","5:00","161","1757","7765","49436","1698","0","2828","-2789","1186"
"France","12/9/2016","5:30","161","1802","8082","49733","1747","0","3047","-2782","1186"
"France","12/9/2016","6:00","160","1860","8195","50175","1659","0","3564","-2132","1175"
"France","12/9/2016","6:30","161","1683","8091","50418","1551","0","4015","-672","1165"
"France","12/9/2016","7:00","161","1884","8467","50580","1542","0","5083","-138","1172"
"France","12/9/2016","7:30","162","1905","8721","50528","1606","0","6922","-8","1166"
"France","12/9/2016","8:00","161","1953","8956","50543","1684","0","8297","-8","1170"
"France","12/9/2016","8:30","160","2019","8998","50529","1766","23","8919","-8","1164"
"France","12/9/2016","9:00","161","2042","9033","50456","1810","259","8451","-8","1080"
"France","12/9/2016","9:30","160","2027","9047","50431","1870","671","8908","-8","1041"
"France","12/9/2016","10:00","160","1981","9044","50354","1780","1153","8372","-8","1031"
"France","12/9/2016","10:30","161","1980","9035","50349","1667","1696","7905","-8","1027"
"France","12/9/2016","11:00","160","1458","9012","50357","1469","2100","7376","-9","1028"
"France","12/9/2016","11:30","159","1465","8791","50404","1342","2406","6752","-8","1037"
"France","12/9/2016","12:00","160","1448","8783","50286","1163","2641","6203","-8","1040"
"France","12/9/2016","12:30","168","1460","8640","49884","936","2795","5753","-8","1041"
"France","12/9/2016","13:00","171","1450","8628","49551","746","2826","6153","-8","1039"
"France","12/9/2016","13:30","169","1546","8378","49466","646","2831","5840","-25","1038"
"France","12/9/2016","14:00","167","1598","8307","49319","569","2604","5082","-169","1034"
"France","12/9/2016","14:30","166","1697","8553","49536","523","2298","5450","-170","1048"
"France","12/9/2016","15:00","166","1774","8348","49385","514","1907","4620","-169","1053"
"France","12/9/2016","15:30","165","1866","8264","49689","587","1437","4766","-169","1044"
"France","12/9/2016","16:00","165","1996","8276","49729","626","915","4451","-27","1037"
"France","12/9/2016","16:30","165","1966","8269","49670","752","429","4520","-137","1046"
"France","12/9/2016","17:00","165","2164","8480","49772","953","98","5200","-8","1045"
"France","12/9/2016","17:30","167","2224","8587","49735","1161","1","6909","-8","1056"
"France","12/9/2016","18:00","171","2313","8594","49754","1356","0","8908","-8","1043"
"France","12/9/2016","18:30","172","2317","8627","49701","1471","0","9233","-7","1048"
"France","12/9/2016","19:00","171","2314","8843","49711","1622","0","9879","-11","1054"
"France","12/9/2016","19:30","174","2172","8874","49807","1743","0","9548","-8","1056"
"France","12/9/2016","20:00","172","2035","8957","49802","1840","0","8161","-8","1057"
"France","12/9/2016","20:30","162","2090","9001","49888","1941","0","6997","-10","1058"
"France","12/9/2016","21:00","162","1912","8647","49785","2091","0","5802","-10","1058"
"France","12/9/2016","21:30","162","1893","8638","49737","2191","0","5134","-192","1053"
"France","12/9/2016","22:00","162","1705","8458","49160","2277","0","4551","-539","1050"
"France","12/9/2016","22:30","162","1598","8229","48497","2275","0","4289","-507","1061"
"France","12/9/2016","23:00","167","1831","8249","48599","2265","0","5939","-10","1060"
"France","12/9/2016","23:30","162","1702","7922","48288","2207","0","5358","-11","1063"
"France","12/10/2016","0:00","163","1725","7887","48089","2167","0","5772","-9","1066"
"France","12/10/2016","0:30","163","1768","7793","48095","2135","0","5373","-8","1062"
"France","12/10/2016","1:00","163","1576","7551","47507","2123","0","3913","-430","1065"
"France","12/10/2016","1:30","163","1856","7759","47811","2064","0","3872","-699","1059"
"France","12/10/2016","2:00","163","1987","7774","47589","1945","0","3762","-1174","1061"
"France","12/10/2016","2:30","164","2132","7502","47493","1835","0","4221","-1175","1061"
"France","12/10/2016","3:00","156","1919","7206","47188","1790","0","3442","-994","1064"
"France","12/10/2016","3:30","156","2130","7536","47036","1764","0","2972","-992","1068"
"France","12/10/2016","4:00","156","2045","7466","47311","1717","0","2723","-1626","1067"
"France","12/10/2016","4:30","156","2118","7355","47783","1722","0","2798","-1627","1070"
"France","12/10/2016","5:00","156","2178","7647","47908","1700","0","2857","-2269","1072"
"France","12/10/2016","5:30","156","2079","7588","47907","1697","0","3074","-2538","1060"
"France","12/10/2016","6:00","157","2122","7583","47913","1669","0","3619","-2407","1057"
"France","12/10/2016","6:30","160","1970","7744","47828","1618","0","3705","-2366","1056"
"France","12/10/2016","7:00","161","2021","7989","48144","1521","0","3492","-1803","1050"
"France","12/10/2016","7:30","163","2023","7966","48075","1470","0","3747","-1223","1047"
"France","12/10/2016","8:00","163","1986","7921","48029","1448","0","4499","-905","1052"
"France","12/10/2016","8:30","164","1946","8136","47990","1461","13","5065","-581","1054"
"France","12/10/2016","9:00","162","1979","8237","48141","1462","197","5309","-255","1049"
"France","12/10/2016","9:30","164","2114","8223","48184","1466","617","6279","-464","1047"
"France","12/10/2016","10:00","163","2186","8176","48479","1433","1096","6065","-464","1040"
"France","12/10/2016","10:30","163","2226","8120","48641","1374","1565","6421","-218","1042"
"France","12/10/2016","11:00","164","2167","8072","48487","1289","2014","5878","-218","1045"
"France","12/10/2016","11:30","164","2257","8155","48601","1173","2351","5587","-218","1045"
"France","12/10/2016","12:00","163","2239","8214","48553","1046","2577","5540","-220","1048"
"France","12/10/2016","12:30","164","2160","8183","48371","959","2718","5482","-218","1087"
"France","12/10/2016","13:00","163","2213","8165","48389","923","2798","5533","-218","1061"
"France","12/10/2016","13:30","164","2170","8151","48350","906","2766","4651","-837","1060"
"France","12/10/2016","14:00","164","1991","8155","48218","861","2616","3892","-1160","1067"
"France","12/10/2016","14:30","163","2099","8174","48407","841","2315","3980","-1513","1072"
"France","12/10/2016","15:00","162","1937","8157","48224","863","1957","3541","-1878","1068"
"France","12/10/2016","15:30","162","1988","8128","48348","926","1431","3853","-1463","1063"
"France","12/10/2016","16:00","164","1981","8078","48202","1021","866","3800","-1463","1062"
"France","12/10/2016","16:30","163","1915","7799","48227","1099","374","3716","-1412","1058"
"France","12/10/2016","17:00","174","2011","7906","48412","1262","56","4300","-954","1056"
"France","12/10/2016","17:30","183","2065","7906","48374","1448","0","5668","-307","1059"
"France","12/10/2016","18:00","174","2165","7905","48324","1556","0","7587","-15","1057"
"France","12/10/2016","18:30","165","1894","8300","48284","1708","0","8060","-7","1058"
"France","12/10/2016","19:00","163","2056","8514","48289","1854","0","8347","-7","1060"
"France","12/10/2016","19:30","163","2174","8391","48314","2086","0","8076","-10","1062"
"France","12/10/2016","20:00","163","2141","8318","48356","2302","0","6738","-10","1060"
"France","12/10/2016","20:30","163","2162","7960","48330","2488","0","5164","-557","1059"
"France","12/10/2016","21:00","163","2174","7854","48345","2716","0","4745","-1700","1057"
"France","12/10/2016","21:30","163","2175","7866","48461","2846","0","4167","-2167","1059"
"France","12/10/2016","22:00","163","2018","7780","48229","2954","0","3595","-2168","1049"
"France","12/10/2016","22:30","162","1889","7668","47866","3060","0","3386","-2040","1058"
"France","12/10/2016","23:00","163","2114","7983","48342","3236","0","4469","-1560","1060"
"France","12/10/2016","23:30","164","1913","8038","47855","3475","0","3787","-1528","1062"
"France","12/11/2016","0:00","164","1850","8032","47647","3657","0","3965","-1287","1053"
"France","12/11/2016","0:30","164","1935","7929","48070","3816","0","3767","-1463","1061"
"France","12/11/2016","1:00","164","1429","7630","47336","3930","0","3016","-1502","1057"
"France","12/11/2016","1:30","164","1680","7922","47024","3749","0","2775","-1456","1056"
"France","12/11/2016","2:00","164","1578","7768","46640","3434","0","3240","-1486","1052"
"France","12/11/2016","2:30","164","1145","7243","46523","3387","0","3384","-1486","1056"
"France","12/11/2016","3:00","163","1045","7021","45834","3463","0","3026","-1866","1058"
"France","12/11/2016","3:30","163","859","6974","46048","3249","0","2760","-1278","1055"
"France","12/11/2016","4:00","163","501","6899","46154","2986","0","2600","-1562","1058"
"France","12/11/2016","4:30","163","542","6952","46562","2802","0","2619","-2081","1066"
"France","12/11/2016","5:00","163","571","7103","46674","2749","0","2502","-2445","1052"
"France","12/11/2016","5:30","162","571","7024","46647","2685","0","2635","-2700","1052"
"France","12/11/2016","6:00","162","567","7012","46673","2547","0","2938","-2699","1057"
"France","12/11/2016","6:30","163","536","6789","46520","2476","0","3252","-2695","1051"
"France","12/11/2016","7:00","163","532","6825","46466","2312","0","3373","-2117","1050"
"France","12/11/2016","7:30","165","627","7039","46432","2107","0","3405","-1929","1048"
"France","12/11/2016","8:00","164","907","7221","46540","1867","0","3896","-1711","1050"
"France","12/11/2016","8:30","164","1099","7498","46581","1751","16","3949","-1710","1049"
"France","12/11/2016","9:00","164","1137","7617","46647","1686","192","4335","-1241","1046"
"France","12/11/2016","9:30","164","1320","7526","46645","1605","516","4573","-1312","1047"
"France","12/11/2016","10:00","168","1542","7643","46757","1544","918","4899","-1283","1049"
"France","12/11/2016","10:30","164","1569","7624","46755","1410","1292","5684","-1283","1050"
"France","12/11/2016","11:00","165","1563","7588","46758","1105","1618","5704","-1390","1050"
"France","12/11/2016","11:30","163","1542","7851","46522","911","1883","5412","-1241","1053"
"France","12/11/2016","12:00","163","1527","7935","46431","923","2062","5275","-1155","1052"
"France","12/11/2016","12:30","163","1476","7884","46396","1000","2132","4827","-1352","1054"
"France","12/11/2016","13:00","163","1603","7836","46511","1143","2123","4853","-1354","1056"
"France","12/11/2016","13:30","162","1634","7575","46418","1255","2051","5008","-1343","1057"
"France","12/11/2016","14:00","163","1547","7422","46139","1286","1868","4362","-1818","1057"
"France","12/11/2016","14:30","163","1639","7440","46413","1308","1650","4361","-1659","1062"
"France","12/11/2016","15:00","163","1575","7342","46282","1360","1302","3374","-1656","1050"
"France","12/11/2016","15:30","163","1736","7544","46734","1308","965","3504","-1750","1057"
"France","12/11/2016","16:00","162","1845","7486","46749","1292","565","3487","-1750","1057"
"France","12/11/2016","16:30","162","1883","7496","46911","1285","242","3765","-1751","1062"
"France","12/11/2016","17:00","163","2110","7414","46994","1330","42","4657","-1587","1054"
"France","12/11/2016","17:30","163","2055","8102","47022","1357","0","4588","-350","1047"
"France","12/11/2016","18:00","163","2073","8330","47192","1511","0","5841","-61","1044"
"France","12/11/2016","18:30","163","2137","8471","47201","1567","0","6697","-60","1046"
"France","12/11/2016","19:00","163","2214","8495","47204","1669","0","7692","-23","1040"
"France","12/11/2016","19:30","162","2141","8500","47191","1692","0","7423","-8","1037"
"France","12/11/2016","20:00","163","2081","8490","47186","1806","0","6767","-9","1044"
"France","12/11/2016","20:30","162","2065","8489","47155","1868","0","6281","-9","1045"
"France","12/11/2016","21:00","163","2080","8525","47202","1813","0","5874","-908","1043"
"France","12/11/2016","21:30","163","2067","8539","47219","1812","0","5730","-1455","1038"
"France","12/11/2016","22:00","162","1881","8517","47186","1755","0","5143","-1590","1038"
